No Document,title,Description,Mati,Sakit,Keparahan
124,"12 Provinsi Nihil Tambahan, Ini Sebaran 574 Kasus Corona RI 11 Juni","\-

Pemerintah melaporkan kasus baru Corona (COVID-19) hari ini sebanyak 574 kasus
dari 34 provinsi di Indonesia. Provinsi yang paling banyak melaporkan kasus
selama 24 jam terakhir adalah DKI Jakarta.

Data perkembangan penyebaran COVID-19 dipublikasikan Humas BNPB, Sabtu
(11/6/2022). Data kasus COVID-19 diperbarui setiap hari per pukul 12.00 WIB.

Dengan bertambahnya 574 kasus Corona, total positif Corona di Indonesia hingga
hari ini sebanyak 6.059.937.

Pemerintah juga melaporkan pasien Corona yang sembuh hari ini sebanyak 374,
sehingga total kasus sembuh dari Corona di RI sebanyak 5.898.758.

Sementara itu, masih berdasarkan data yang sama, ada tiga pasien COVID-19 yang
meninggal dunia hari ini. Dengan demikian, total kasus kematian akibat Corona
menjadi 156.641.

Berdasarkan data sebaran per daerah, provinsi paling banyak melaporkan kasus
Corona adalah DKI Jakarta sebanyak 314 kasus. Kemudian disusul oleh Jawa Barat
92 kasus dan Banten 71 kasus.

Kemudian ada 12 provinsi melaporkan nihil kasus Corona dalam 24 jam terakhir.
Berikut ini data sebaran kasus baru Corona hari ini:

1\. Aceh: 0  
2\. Sumatera Utara: 2  
3\. Sumatera Barat: 4  
4\. Riau: 0  
5\. Jambi: 0  
6\. Sumatera Selatan: 1  
7\. Bengkulu: 0  
8\. Lampung: 0  
9\. Bangka Belitung: 3  
10\. Kepulauan Riau: 2  
11\. DKI Jakarta: 314  
12\. Jawa Barat: 92  
13\. Jawa Tengah: 4  
14\. DI Yogyakarta: 4  
15\. Jawa Timur: 41  
16\. Banten: 71  
17\. Bali: 19  
18\. Nusa Tenggara Barat: 1  
19\. Nusa Tenggara Timur: 2  
20\. Kalimantan Barat: 1  
21\. Kalimantan Tengah: 1  
22\. Kalimantan Selatan: 5  
23\. Kalimantan Timur: 1  
24\. Kalimantan Utara: 0  
25\. Sulawesi Utara: 0  
26\. Sulawesi Tengah: 1  
27\. Sulawesi Selatan: 2  
28\. Sulawesi Tenggara: 0  
29\. Gorontalo: 0  
30\. Sulawesi Barat: 0  
31\. Maluku: 0  
32\. Maluku Utara: 0  
33\. Papua: 2  
34\. Papua Barat: 1

Sedangkan sebaran kasus sembuh Corona hari ini:

1\. Aceh: 0  
2\. Sumatera Utara: 4  
3\. Sumatera Barat: 0  
4\. Riau: 0  
5\. Jambi: 1  
6\. Sumatera Selatan: 1  
7\. Bengkulu: 0  
8\. Lampung: 0  
9\. Bangka Belitung: 0  
10\. Kepulauan Riau: 0  
11\. DKI Jakarta: 172  
12\. Jawa Barat: 23  
13\. Jawa Tengah: 7  
14\. DI Yogyakarta: 1  
15\. Jawa Timur: 36  
16\. Banten: 77  
17\. Bali: 5  
18\. Nusa Tenggara Barat: 38  
19\. Nusa Tenggara Timur: 3  
20\. Kalimantan Barat: 1  
21\. Kalimantan Tengah: 0  
22\. Kalimantan Selatan: 3  
23\. Kalimantan Timur: 1  
24\. Kalimantan Utara: 1  
25\. Sulawesi Utara: 0  
26\. Sulawesi Tengah: 0  
27\. Sulawesi Selatan: 0  
28\. Sulawesi Tenggara: 0  
29\. Gorontalo: 0  
30\. Sulawesi Barat: 0  
31\. Maluku: 0  
32\. Maluku Utara: 0  
33\. Papua: 0  
34\. Papua Barat: 0

 ",3,574,parah
125,"Istri Idap Kanker, Suami di Manado Cari Pendonor Darah Pakai Kardus","\-

Seorang suami di Manado, Sulawesi Utara (Sulut), mencari pendonor darah buat
istrinya yang sedang dirawat di RSUP Kandou hingga viral di media sosial. Pria
itu menulis permintaan bantuan melalui lembaran kardus bekas.

Diketahui pria tersebut bernama Ali Mudin Rumagia, warga Kelurahan Dufa-Dufa,
Kecamatan Ternate, Kota Ternate, Maluku Utara (Malut). Dalam unggahan yang
beredar di medsos Rabu (23/3), Ali berharap bantuan donor darah golongan A
bagi istrinya yang mengidap kanker.

""Setiap hari saya cari darah, kadang dapat satu kantong, kadang tidak dapat,""
papar Ali seperti dilansir detikSulsel, Kamis (24/3/2022).

Ali terpaksa melakukan itu lantaran kebutuhan transfusi darah terhadap
istrinya terus meningkat. Belum lagi dokter menyarankan setiap hari istrinya
harus menerima transfusi darah sebanyak 1 kantong.

""Dokter bilang minimal satu kantong, karena istri saya pendarahan hebat,
kanker stadium akhir,"" ujar dia.

Ali mengaku tak tega melihat sang istrinya yang sudah 10 hari dirawat di ICU.
Makanya dia memohon bantuan donor darah yang dia tuliskan di lembaran kardus
bekas menunggu sukarelawan dari pegunjung RS.

Baca berita selengkapnya di sini.

 ",0,1,rendah
126,Jangan Lengah! Saat Pandemi Corona Ini 145 Warga Kulon Progo Kena DBD,"\-

Di tengah pandemi virus Corona atau COVID-19, sebanyak 145 orang warga
Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta (DIY) terjangkit demam
berdarah dengue atau DBD. Kasus tersebut tersebar di 12 kecamatan di Kabupaten
Kulon Progo.

""Data akumulasi 2020 ini sudah ada 145 kasus,"" jelas Kabid Pencegahan dan
Pengendalian Penyakit, Dinas Kesehatan Kulon Progo, Baning Rahayu Jati, Selasa
(28/4/2020).

Tahun-tahun sebelumnya, kasus DBD kebanyakan di temukan di dataran rendah
Kulon Progo. Namun tahun ini, kasus DBD ditemukan merata di 12 kecamatan
termasuk kasus di perbukitan, seperti di Kokap, Samigaluh, ataupun di
Kalibawang dan Girimulyo.

""Dulu perbukitan itu tidak pernah ada kasus, tetapi awal tahun ini sudah
merata,"" jelasnya.

Untuk mengantisipasi penularan, Dinas Kesehatan Kulon Progo terus mendorong
masyarakat untuk melakukan gerakan pemberantasan sarang nyamuk (PSN). Salah
satunya melibatkan masyarakat melalui gerakan satu rumah satu Jumantik (juru
pemantau jentik).

Selanjutnya __

Halaman

1  2

 ",0,1,rendah
127,"Bikin Terenyuh, Ini Pleidoi Arie yang Tanam Ganja untuk Obati Istri","\- Fidelis Arie Sudewarto alias Nduk menyampaikan nota pembelaan (pleidoi)
pribadinya di depan mejelis hakim pada Rabu (19/7). Pada agenda sidang
pembelaan itu, Arie membacakan pleidoi berjudul 'Surat untuk Istriku Tercinta,
Yeni Riawati'.  
  
Di awal pleidoi yang dibuatnya, Arie menyampaikan terima kasih kepada majelis
hakim yang telah memberikan kesempatan kepadanya untuk menyampaikan nota
pembelaan pribadi. Setelah itu, Arie menyampaikan, sejak ditahan pada 19
Februari 2017 oleh BNN, dia tak lagi dapat berada di samping istrinya yang
sakit. Bahkan sampai Yeni meninggal dunia.  
  
""Padahal, selama ini sayalah yang paling mengerti dan memahami tentang keadaan
dan kondisi istri saya. Penahanan terhadap saya membuat saya tidak punya
kesempatan untuk menjelaskan banyak hal kepada istri saya,"" tulis Arie
sebagaimana dilihat dari dinding Facebook milik anggota DPR RI, Erma Suryani
Ranik, Senin (24/7/2017).  
  

Arie mengatakan hanya dapat mencurahkan perasaannya dalam tulisan-tulisan di
sebuah buku. Tulisan itu lalu dirangkumnya menjadi surat untuk istrinya. Surat
ini jadi bagian terpenting dalam pleidoi yang dibacakannya dalam ruang sidang
pada Rabu itu.  
  
Arie menceritakan sedikit saat dirinya harus ditahan oleh BNN Kota Sanggau,
Kalimantan Barat. Pada hari yang sama, dia dibawa oleh para petugas ke
rumahnya.  
  
Sang istri, Yeni, akan dievakuasi untuk mendapatkan perawatan lebih lanjut
atas sakit langka _syringomyelia_ yang dideritanya. Dengan pengawalan ketat,
Arie diantar petugas ke dalam rumah. Arie pun menghampiri istrinya yang sedang
terbaring.  
  
  
""Saya mencium kedua pipinya dan merapikan rambutnya dengan tangan saya. Istri
saya yang sudah terbangun pun bertanya, 'Kenapa Papa menangis?'. Saya berusaha
tersenyum. Sambil menahan air mata, saya berkata kepada istri saya, 'Kawan-
kawan Papa dari BNN akan merawat Mama dan mencarikan obat untuk kesembuhan
Mama',"" cerita Arie.  
  
Arie mengusap air mata di pipi Yeni agar istrinya tersebut lebih tenang. Saat
itu, Arie mengaku di dalam hatinya berbagai hal berkecamuk.  

Selanjutnya __

Halaman

1  2  3  4

 ",1,1,rendah
128,"497 Warga Ciamis Terjangkit DBD, Lima Meninggal Dunia","\-

Wabah demam berdarah dengue (DBD) di Kabupaten Ciamis mengalami peningkatan
signifikan dibanding tahun sebelumnya. Berdasarkan data dari Dinas Kesehatan
Ciamis, sampai awal Maret 2020 pasien DBD berjumlah 497 orang, 5 di antaranya
meninggal dunia.

""DBD di Ciamis cukup banyak, di RSUD Ciamis sudah 5 orang meninggal dunia.
Sejauh ini belum ditetapkan KLB (kejadian luar biasa), mudah-mudahan tidak
sampai. Untuk antisipasinya kita sudah ingatkan warga untuk menjaga kebersihan
lingkungan, melalui gerakan Jumat bersih,"" kata Bupati Ciamis Herdiat Sunarya
di Ciamis, Sabtu (14/3/2020).

Sementara itu, Kepala Bidang Pencegahan dan Pengendalian Penyakit (P2P) Dinas
Kesehatan Ciamis Bayu Yudiawan menjelaskan, data yang masuk sampai 10 Maret
2020, angka penderita DBD di Ciamis mencapai 497 orang. Jumlah itu, menurut
Bayu meningkat 2 kali lipat dibanding tahun sebelumnya.

""Jumlahnya Sampai saat ini 497 orang, telah dirawat dan sembuh. Ada yang masih
di rawat. Juga 5 orang meninggal dunia. Yang meninggal pada bulan Januari 3
orang, bulan Februari 1 orang dan di bulan Maret 1 orang,"" ucap Bayu saat
dihubungi , Sabtu (14/3/2020).

Bayu menjelaskan, warga yang positif DBD tersebut tersebar di 9 Kecamatan dari
27 Kecamatan di Ciamis. Daerah tersebut merupakan endemis atau terbiasa ada di
tempat tersebut. 9 kecamatan ini termasuk daerah perkotaan, terutama Kecamatan
Ciamis.

""Ada 9 kecamatan endemis, berkaitan dengan kepadatan penduduk, dalam radius
kemampuan terbang nyamuk 100 meter. Makin padat makin banyak yang kena,"" jelas
Bayu.

Bayu mengatakan upaya fogging atau pengasapan pada Januari-Februari kurang
efektif. Dinkes kemudian melaksanakan gerakan 1 rumah 1 Jumantik dan gerakan
pemberantasan sarang nyamuk serentak 3M plus. Dengan kegiatan itu pada awal
bulan Maret ini grafik angka warga yang terserang DBD mengalami penurunan.

""Gerakan PNS ini diumumkan pada setiap pengajian, sebelum khutbah Jumat agar
dilaksanakan masyarakat. Dibarengi juga gerakan Jumat bersih. Alhamdulillah
grafik menurun signifikan setelah 3 minggu dilaksanakan. Mudah-mudahan terus
dilaksanakan dengan gotong royong, karena musim hujan masih berlangsung,"" ujar
Bayu.

 ",5,497,parah
129,Kader Motivator di Mojokerto Diminta Bantu Data Kesehatan Warga,"\-

Wali Kota Mojokerto, Ika Puspitasari memberikan motivasi kepada 1.600 kader
motivator kesehatan se-Mojokerto. Ia berharap para kader bisa terus semangat
dalam memberikan pendampingan kepada masyarakat, terlebih dalam penerapan
protokol kesehatan di masa pandemi.

""Saya tahu memberikan edukasi masyarakat ini cukup berat. Namun berkat kerja
sama yang luar biasa dari kader motivator, capaian vaksin di kota Mojokerto
ini tertinggi se-Jawa Timur,"" ujarnya dalam keterangan tertulis, Sabtu
(20/11/2021).

Dalam acara Refreshing Kader Motivator Kesehatan di Paseban Agung Cafe Jl.
Udayana Trawas, Kabupaten Mojokerto, Ika juga meminta agar kader dapat ikut
membantu pendataan kondisi kesehatan masyarakat. Dengan begitu warga yang
memerlukan tindakan kesehatan bisa segera mendapat tindak lanjut penanganan.

""Mohon ini bisa dibantu, untuk bisa didampingi, apalagi ini sudah menjelang
akhir tahun. Pendataan kondisi kesehatan masyarakat yang dilakukan oleh Ners
Community itu targetnya akhir desember selesai dan akan kami masukan di
aplikasi Gayatri,"" jelasnya.

Menurutnya kader motivator merupakan salah satu pemantik dalam pembangunan
daerah di bidang kesehatan masyarakat. Utamanya dalam melakukan monitoring,
sekaligus memberikan edukasi agar masyarakat lebih sadar terhadap kondisi
kesehatan.

Diketahui acara tersebut diikuti oleh 1.600 kader motivator se-Kota Mojokerto.
Gathering dibagi menjadi tiga gelombang selama tiga hari, sejak tanggal 16
sampai 18 November 2021.

 ",0,0,rendah
130,"Bupati Indartato Dirawat karena DBD, Dinkes Pacitan Bentuk Tim Reaksi Cepat","\- Bupati Indartato menjalani perawatan di salah satu rumah sakit Yogyakarta.
Ini setelah kepala daerah dua periode itu dinyatakan positif demam berdarah
(DB). Kini kondisinya dikabarkan sudah membaik dan segera dibawa pulang.

Menyusul maraknya serangan DB, pemkab setempat mengambil tindakan cepat.
Antara laun berupa pengendalian dan kewaspadaan. Kesiagaan juga sudah
dilakukan mulai tingkat RSUD, puskesmas, desa, hingga tingkat RT.

Plt Kepala Dinas Kesehatan dr Hendra Purwaka mengatakan beberapa langkah. Di
antaranya pemantauan sistem kewaspadaan dini KLB melalui monitoring mingguan.
Pihaknya juga mengaktifkan Tim Pokja DBD mulai tingkat desa hingga kabupaten.

""Kita juga bentuk im reaksi cepat pelaporan DBD sekaligus menggelorakan
Gerakan Pemberantasan Sarang Nyamuk dengan 3M plus (menguras, menutup, mendaur
ulang, dan menghindari gigitan nyamuk) serta masih banyak upaya lain,""
terangnya kepada detikcom, Jumat (13/3/2020).

Selain itu, lanjut Hendra, pihaknua juga mengaktifkan Jumantik (juru pemantau
jentik) Sekolah. Bahkan dinkes juga bekerjasama dengan Tim Penggerak PKK
memberi pelatihan kader jumantik. Mulai tingkat kabupaten, kecamatan, dan
desa.

""Kesiapan stok darah di PMI juga jadi perhatian kita,"" imbuh Hendra seraya
menjelaskan jika dinasnya juga gencar sosialisasi melalui media maupun tatap
muka dengan masyarakat.

Data Dinas Kesehatan, hingga saat ini jumlah kasus DB di Pacitan menembus
angka 319 orang. Dari jumlah itu 155 di antaranya ditemukan di wilayah
Kecamatan Kota. Sedangkan sisanya menyebar di 11 kecamatan lain. Sebagian
penderita yang dirawat sudah diizinkan pulang, namun masih ada pula yang
menjalani pengobatan.

 ",0,1,rendah
131,"Soroti Stunting, Bulog Sebar 3.000 Paket Makanan di Sukabumi","\-

Bulog menebar ribuan paket bantuan berisi beras bernutrisi di Desa Kertajaya
dan Cihaur, Kecamatan Simpenan, Kabupaten Sukabumi. Bantuan bertujuan menekan
tingginya angka _stunting_ di dua wilayah tersebut.

Direktur Supply Chain dan Pelayanan Publik Perum Bulog Mokhamad Suyatmo
mengatakan dipilihnya dua desa itu berdasar pada survei yang dilakukan
pihaknya beberapa waktu lalu. Ada beberapa kasus _stunting_ yang kemudian
menjadi perhatian pihak Bulog.

""Kenapa di tempat ini? Karena tim kami sudah melakukan survei di beberapa
lokasi, karena kita lihat di sini memang angka muncul di bawah garis merah,
_stunting_ masih cukup tinggi. Jadi paket ini tidak hanya kami sebar sekali,
namun berkelanjutan selama tiga bulan,"" ucap Suyatmo, Jumat (29/10/2021).

Suyatmo mengatakan paket bantuan yang akan disebar sebanyak 3.000 paket berisi
beras bernutrisi satu kilogram dan satu kaleng sarden. ""Pemberian bantuan
untuk tiga bulan, dengan sasaran 97 penerima manfaat, 73 di Desa Kertajaya dan
24 di Desa Cihaur. Beras yang kita berikan sendiri adalah produk beras
fortivit karena ada tambahan gizinya,"" ujar Suyatmo.

Menurut Suyatmo, bantuan tersebut tidak hanya dilakukan Perum Bulog di satu
titik saja. Namun di beberapa wilayah lainnya juga akan diberikan bantuan
serupa.

""Di beberapa lokasi lain sedang kita survei, kita juga ada program-program
lain di NTT kemudian di daerah Jawa Timur,"" ucap Suyatmo.

Selain pemberian bantuan, Perum Bulog juga juga menghadirkan sejumlah kegiatan
sosial berupa pemeriksaan kesehatan gratis dan penyuluhan mengenai stunting
bagi masyarakat sekitar. ""Pertama adalah ada penyuluhan pemahaman terkait
dengan pentingnya gizi, yang kedua kita buka pemeriksaan kesehatan bagi
masyarakat yang ketiga pemberian paket agar masyarakat semakin sehat,"" tutur
Suyatmo.

Selanjutnya __

Halaman

1  2

 ",0,3,rendah
132,Wabup Jember Cek Kondisi Santri Dehidrasi Usai Imunisasi Difteri,"\- Wakil Bupati Jember KH Abdul Muqit Arief berkunjung ke Ponpes Madinatul
Ulum di Desa Cangkring, Kecamatan Jenggawah. Kedatangan Wabup untuk meninjau
kondisi santri pasca imunisasi difteri.  
  
Muqit mengatakan, dengan adanya kejadian santri dirawat usai imunisasi
difteri, telah menimbulkan sebuah kepanikan. Baik di internal pondok mau pun
di kalangan masyarakat.  
  
""Kemarin kan ada kepanikan yang luar biasa ya, dari pondok, dari masyarakat.
Dan ini menjadi atensi bagi kami,"" kata Muqit di lokasi, Jumat (2/3/2018).  
  

Muqit bersyukur setelah melakukan cek di lapangan, kini kondisinya sudah
normal. Bahkan dia menilai, apa yang terjadi tidak segawat yang diberitakan
selama ini.  
  
""Ternyata memang tak segawat yang diberitakan. Bahkan ada istilah tumbang
segala macam. Malah dari 73 santri yang dirawat, 20 orang memang kondisinya
sakit, dan mereka itu belum diimunisasi,"" terang Muqit.  
  
""Untuk yang lain, memang karena asupannya. Jadi ada anak yang dari pagi itu
belum sarapan. Dan Alhamdulillah sekarang semua sudah selesai,"" sambung Muqit.  
  
Dia menegaskan, Pemkab Jember akan terus menjalankan imunisasi difteri ini.
Sosialisasi kepada masyarakat juga terus dilakukan.  
  
""Pak kiai (pengasuh ponpes) tadi sudah berbagi tugas dengan kami. Pak kiai
akan memberikan penjelasan kepada masyarakat dan wali santri, dan dari dinkes
akan memberikan penjelasan kepada siswa. Nanti kalau sudah kondusif, dua atau
tiga hari ke depan ini akan kita lanjutkan,"" urai Muqit.

 ",0,1,rendah
133,"KLB di Asmat, Mendikbud Kaji Penerapan Program Gizi Anak Sekolah","\- Menteri Pendidikan dan Kebudayaan Muhadjir Effendy menyebut ada Program
Gizi Anak Sekolah (Progas) untuk meningkatkan gizi para siswa. Namun, program
itu masih dilakukan di sejumlah daerah saja.  
  
""Kita punya program yang berkaitan dengan gizi, namanya Progas, Program Gizi
Anak Sekolah. Hanya memang ini tidak komprehensif. Jadi kita hanya melihat
beberapa daerah yang punya kasus gizi rendah dan itu memang bukan tanggung
jawab dari Kemendikbud,"" kata Muhadjir di Kantor Kemenko PMK, Jalan Medan
Merdeka Barat, Jakarta Pusat, Rabu (31/2018).  
  
Terkait adanya kejadian luar biasa (KLB) gizi buruk dan campak di Kabupaten
Asmat, Papua, Muhadjir mengatakan akan meninjau lebih dahulu apakah Progas
harus diterapkan di sana. Saat ini, program itu baru diterapkan di NTT dan
Maluku.  
  

""Untuk di Kabupaten Asmat hanya 2 distrik dan 10 SD, 10 SMP yang ada. Sebagian
besar Progas itu kita berikan di NTT dan Maluku. NTT ada 4 kabupaten, Maluku
ada 3 kabupaten. Karena itu, nanti kita akan tinjau kembali Progas itu mungkin
kalau memang Asmat lebih membutuhkan akan kita alihkan,"" ucapnya.  
  
Selain soal gizi, Muhadjir juga akan melakukan kampanye sadar pentingnya
imunisasi di Asmat maupun daerah 3T (Terdepan, Terluar dan Tertinggal)
lainnya. Ia mengaku akan mengajak anak-anak di daerah 3T untuk bersekolah
dengan memberi makanan tambahan.  
  
""Tidak hanya di Asmat. Semua wilayah-wilayah yang terkategori 3T hal-hal
semacam itu masih sangat dikesampingkan, di nomor duakan. Jadi memang perlu
ada sosialisasi kampanye besar-besaran dan juga pemerintah untuk memberikan
kesadaran kepada masyarakat betapa pentingnya program imunisasi, meningkatkan
kebersihan, kesadaan gizi sehat dan seterusnya,"" ujar Muhadjir.  
  
""Progas itu karena anak-anak di beberapa daerah untuk mendatangi sekolah
pancingannya masih diajak makan. Ayo kita makan, dipancing baru masuk sekolah
dan tentu saja menuntut kesadaran masyarakat, terutama orang tua agar mulai
memahami pentingnya pendidikan,"" ungkapnya.  
  
Sementara, Menteri Pemberdayaan Perempuan dan Perlindungan Anak (PPPA) Yohana
Yembise menyebut akan melakukan pelatihan hidup bersih bagi para perempuan di
Asmat. Menurutnya, jika para ibu bisa menjaga kebersihan, maka dapat
mengurangi risiko penyakit bagi anak-anaknya.  
  
""Kami juga melakukan nanti pelatihan bagi perempuan, yang simpel-simpel.
Bagaimana bisa cuci tangan yang bersih, bisa mengurus anak-anak, bisa masak
dengan keunggulan lokal yang ada di tempat itu, bagaimana mereka bisa gunakan
untuk memperhatikan anak-anak. Yang penting mereka juga sebagai ibu harus gizi
baik sehingga anak-anak itu juga harus mendapat perhatian khusus terutama
gizinya juga baik,"" ujar Yohana.  
  
Sebelumnya, Menteri Kesehatan Nila F Moeloek menyebut ada 71 orang yang
meninggal terkait kejadian luar biasa (KLB) gizi buruk dan campak di Asmat.
Selain itu, ia menyatakan ada 13.300 orang yang diberi imunisasi untuk
mencegah penyakit semakin menular.

 ",71,2,parah
