tingakt,parent,similarity
5,ketakutan,"[('takut', 0.7614926099777222), ('cemas', 0.7356424927711487), ('panik', 0.7219029664993286), ('kegelisahan', 0.7212104201316833), ('amarah', 0.7189467549324036), ('murka', 0.7105533480644226), ('kesakitan', 0.709638237953186), ('kemarahan', 0.707914412021637), ('kesedihan', 0.6955010294914246), ('kengerian', 0.686909556388855)]"
5,risiko,"[('kerentanan', 0.6810595989227295), ('risikonya', 0.6341471672058105), ('berisiko', 0.6160200238227844), ('kerugian', 0.6003192067146301), ('toksisitas', 0.597234845161438), ('bahaya', 0.5943428874015808), ('kegemukan', 0.5924550294876099), ('ketergantungan', 0.588493287563324), ('stress', 0.5864574909210205), ('berpotensi', 0.5836719870567322)]"
5,kerentanan,"[('sensitivitas', 0.7497144937515259), ('resistensi', 0.7294683456420898), ('ketergantungan', 0.7236223816871643), ('risiko', 0.6810595393180847), ('kerawanan', 0.6671095490455627), ('resistansi', 0.658921480178833), ('kepekaan', 0.6577045917510986), ('kompleksitas', 0.6562188863754272), ('proteksi', 0.653023898601532), ('ketidakpastian', 0.6485202312469482)]"
5,kerawanan,"[('kerentanan', 0.6671095490455627), ('dampaknya', 0.6124191284179688), ('kecemasan', 0.6113086342811584), ('ketidaknyamanan', 0.6064480543136597), ('memburuknya', 0.5939034819602966), ('kelangkaan', 0.5899277925491333), ('rusaknya', 0.5892921090126038), ('keresahan', 0.5854495167732239), ('dampak', 0.5835005640983582), ('erosi', 0.5816285014152527)]"
5,kegelisahan,"[('keresahan', 0.7861261367797852), ('kecemasan', 0.7273486852645874), ('ketidak', 0.726050078868866), ('ketakutan', 0.7212104797363281), ('kepanikan', 0.7088760733604431), ('kesedihan', 0.7015706896781921), ('kemarahan', 0.6994996070861816), ('kecemburuan', 0.699030339717865), ('ketidakpuasan', 0.6961084008216858), ('ketidaknyamanan', 0.6925085186958313)]"
5,dampak,"[('dampaknya', 0.7717673778533936), ('konsekuensi', 0.7052265405654907), ('imbas', 0.6671239137649536), ('implikasi', 0.6475980877876282), ('pengaruh', 0.6429690718650818), ('manfaat', 0.6361138820648193), ('efek', 0.6184788346290588), ('ketergantungan', 0.6007660627365112), ('respon', 0.5909441709518433), ('respons', 0.5868998169898987)]"
5,akibat,"[('mengakibatkan', 0.7058433294296265), ('dikarenakan', 0.6387647986412048), ('akibatnya', 0.6320852041244507), ('imbas', 0.6257323026657104), ('diakibatkan', 0.6230305433273315), ('penyebab', 0.6222364902496338), ('menyebabkan', 0.6153736114501953), ('menyebabkannya', 0.613504946231842), ('disebabkan', 0.6114094853401184), ('karena', 0.5942832231521606)]"
5,hantaman,"[('terjangan', 0.6518606543540955), ('tembakan', 0.6446263790130615), ('sabetan', 0.6240652799606323), ('tusukan', 0.620956301689148), ('goncangan', 0.6185899376869202), ('pukulan', 0.6161171793937683), ('tubi', 0.6054788827896118), ('guncangan', 0.604173481464386), ('benturan', 0.6009771227836609), ('mortir', 0.5920887589454651)]"
5,dampat,"[('imbas', 0.5252744555473328), ('kebutaan', 0.4913140535354614), ('imbasnya', 0.4816119074821472), ('kesialan', 0.4782394468784332), ('kepanikan', 0.4743410348892212), ('kelalaiannya', 0.4716021418571472), ('kecerobohannya', 0.46661698818206787), ('pneumonia', 0.46647804975509644), ('dampaknya', 0.4602784514427185), ('trauma', 0.4557773768901825)]"
5,ketergantungan,"[('kerentanan', 0.7236223220825195), ('kebergantungan', 0.7044670581817627), ('resistensi', 0.6859487891197205), ('keterikatan', 0.6596205234527588), ('ketidaksukaan', 0.638494610786438), ('sensitivitas', 0.6327717900276184), ('dampaknya', 0.6311743259429932), ('kepekaan', 0.6157390475273132), ('ketertarikan', 0.6118354797363281), ('ketidak', 0.6056023836135864)]"
5,ketahanannya,"[('kepekaannya', 0.7346423268318176), ('kebergantungan', 0.719409167766571), ('resisten', 0.6957991123199463), ('sensitivitasnya', 0.6916372776031494), ('kebenciannya', 0.6814338564872742), ('kepeduliannya', 0.6774939894676208), ('penentangannya', 0.6725059151649475), ('kritiknya', 0.6662974953651428), ('resistensi', 0.6641441583633423), ('sensitivitas', 0.6577097773551941)]"
5,ketidaknyamanan,"[('kecemasan', 0.7497645616531372), ('kepanikan', 0.7196734547615051), ('kebingungan', 0.7097193598747253), ('kegelisahan', 0.6925086379051208), ('ketidak', 0.6909834742546082), ('ketidakpuasan', 0.6863222718238831), ('stres', 0.6835747361183167), ('halusinasi', 0.6811054944992065), ('goncangan', 0.6758238673210144), ('kesukaran', 0.668765127658844)]"
5,keguguran,"[('kebutaan', 0.7207955718040466), ('pendarahan', 0.7081384658813477), ('kehamilan', 0.6757594347000122), ('syok', 0.6660887002944946), ('menopause', 0.6582594513893127), ('trauma', 0.6577799916267395), ('amnesia', 0.6541326642036438), ('distokia', 0.6407774686813354), ('leukimia', 0.6372155547142029), ('hamil', 0.6333698630332947)]"
5,kecacatan,"[('kegemukan', 0.7447046041488647), ('kelainan', 0.7279731035232544), ('kebutaan', 0.7150943875312805), ('obesitas', 0.7105683088302612), ('autisme', 0.6942108869552612), ('cacat', 0.6839078664779663), ('degenerasi', 0.6726348400115967), ('perdarahan', 0.6719864010810852), ('pendarahan', 0.6692607402801514), ('penuaan', 0.665648341178894)]"
5,obesitas,"[('kegemukan', 0.8454367518424988), ('hipertensi', 0.8215435743331909), ('osteoporosis', 0.8097907304763794), ('anemia', 0.8006526827812195), ('perdarahan', 0.792931079864502), ('psikosis', 0.7883272767066956), ('disfungsi', 0.7882080078125), ('meningitis', 0.7856031060218811), ('demensia', 0.7819783687591553), ('diabetes', 0.7803151607513428)]"
5,pneumonia,"[('tuberkulosis', 0.8634650707244873), ('leukemia', 0.847317636013031), ('meningitis', 0.8463379144668579), ('komplikasi', 0.8301985859870911), ('gastroenteritis', 0.8158446550369263), ('sifilis', 0.8008503913879395), ('anemia', 0.7996785044670105), ('alzheimer', 0.7992612719535828), ('epilepsi', 0.7985733151435852), ('perdarahan', 0.7952480912208557)]"
5,susulan,"[('episenter', 0.6145632863044739), ('guncangan', 0.6102030873298645), ('episentrum', 0.551845133304596), ('hiposenter', 0.5388237237930298), ('vei', 0.5370367169380188), ('richter', 0.5296737551689148), ('rentetan', 0.5250766277313232), ('letusan', 0.5010261535644531), ('gempa', 0.4981611967086792), ('diguncang', 0.49320369958877563)]"
5,radang,"[('peradangan', 0.8939627408981323), ('pembengkakan', 0.8711774945259094), ('perdarahan', 0.8633500933647156), ('diare', 0.8502821922302246), ('inflamasi', 0.8361020088195801), ('anemia', 0.8350555300712585), ('abses', 0.8312777280807495), ('edema', 0.8306407332420349), ('iritasi', 0.828710675239563), ('ulkus', 0.8253450393676758)]"
5,pembengkakan,"[('peradangan', 0.8731582760810852), ('radang', 0.8711774945259094), ('perdarahan', 0.8471471071243286), ('bengkak', 0.8384214639663696), ('ulkus', 0.8285681009292603), ('iritasi', 0.8174101114273071), ('nyeri', 0.8165313601493835), ('edema', 0.813159704208374), ('nekrosis', 0.8077810406684875), ('simtoma', 0.805682897567749)]"
5,peradangan,"[('inflamasi', 0.9094248414039612), ('radang', 0.8939626812934875), ('pembengkakan', 0.87315833568573), ('ulkus', 0.8587608337402344), ('perdarahan', 0.8570712804794312), ('simtoma', 0.8567085266113281), ('iskemia', 0.8494156002998352), ('mukosa', 0.8458523154258728), ('abses', 0.8446964025497437), ('nekrosis', 0.8421023488044739)]"
5,ruam,"[('gatal', 0.8312488794326782), ('diare', 0.814649760723114), ('bengkak', 0.8069708943367004), ('jerawat', 0.8008835315704346), ('iritasi', 0.7960352301597595), ('radang', 0.794107973575592), ('eksem', 0.7874680161476135), ('bisul', 0.7834926843643188), ('batuk', 0.7789189219474792), ('nyeri', 0.7782231569290161)]"
5,bengkak,"[('gatal', 0.8440229296684265), ('pembengkakan', 0.8384212851524353), ('tenggorokan', 0.8234816789627075), ('bisul', 0.8222928047180176), ('ruam', 0.8069708943367004), ('memar', 0.8062924742698669), ('radang', 0.8020042181015015), ('pegal', 0.7992810010910034), ('nyeri', 0.797764778137207), ('gusi', 0.7881009578704834)]"
5,gatal,"[('bengkak', 0.8440230488777161), ('ruam', 0.831248939037323), ('batuk', 0.8296409845352173), ('mual', 0.8223557472229004), ('diare', 0.8195662498474121), ('muntah', 0.8131647109985352), ('jerawat', 0.8074549436569214), ('nyeri', 0.8024714589118958), ('bisul', 0.7990626692771912), ('berkeringat', 0.7931118011474609)]"
5,diare,"[('batuk', 0.8658313751220703), ('konstipasi', 0.856230616569519), ('radang', 0.8502821922302246), ('pilek', 0.8472492694854736), ('hipertensi', 0.8353884816169739), ('mual', 0.8320205807685852), ('anemia', 0.8311650156974792), ('perdarahan', 0.8288487792015076), ('bronkitis', 0.8265019655227661), ('kronis', 0.8238744139671326)]"
5,perdarahan,"[('radang', 0.8633501529693604), ('peradangan', 0.8570715188980103), ('simtoma', 0.8546629548072815), ('pendarahan', 0.8505134582519531), ('kejang', 0.8489229679107666), ('pembengkakan', 0.8471472263336182), ('anemia', 0.8407014608383179), ('kronis', 0.8372704982757568), ('infark', 0.8355510830879211), ('lesi', 0.8335525989532471)]"
5,anemia,"[('hipertensi', 0.8890341520309448), ('asidosis', 0.8557860851287842), ('artritis', 0.8522369861602783), ('meningitis', 0.8491885662078857), ('defisiensi', 0.8489426970481873), ('fibrosis', 0.8428828716278076), ('idiopatik', 0.8410004377365112), ('edema', 0.8407970666885376), ('perdarahan', 0.8407013416290283), ('simtoma', 0.8377100825309753)]"
5,penyumbatan,"[('stenosis', 0.837976336479187), ('obstruksi', 0.8259276747703552), ('trombosis', 0.8251824975013733), ('perdarahan', 0.8053190112113953), ('sumbatan', 0.7989946603775024), ('pembengkakan', 0.7988150715827942), ('esofagus', 0.7864623069763184), ('radang', 0.7856795191764832), ('peradangan', 0.7790539860725403), ('vaskular', 0.7786241173744202)]"
5,defisit,"[('inflasi', 0.7442452311515808), ('surplus', 0.7165926098823547), ('pengeluaran', 0.6821821928024292), ('kerugian', 0.6702250838279724), ('deflasi', 0.658393919467926), ('hiperinflasi', 0.6551656723022461), ('fiskal', 0.6346131563186646), ('pengurangan', 0.6284172534942627), ('likuiditas', 0.6201187372207642), ('devaluasi', 0.6120830178260803)]"
5,kegagalan,"[('kebuntuan', 0.687598466873169), ('gagal', 0.6783541440963745), ('penundaan', 0.6528896689414978), ('kerugian', 0.6281883120536804), ('keberhasilan', 0.6184607148170471), ('kemunduran', 0.6159579753875732), ('kesulitan', 0.602929949760437), ('keterlambatan', 0.6013416647911072), ('kegagalannya', 0.5936565399169922), ('kekalahan', 0.5930368900299072)]"
5,inflasi,"[('defisit', 0.7442452311515808), ('hiperinflasi', 0.7091429829597473), ('pengangguran', 0.6891329884529114), ('deflasi', 0.6693605184555054), ('resesi', 0.6533281803131104), ('lonjakan', 0.6342495083808899), ('surplus', 0.6272174715995789), ('kerugian', 0.6213099956512451), ('fluktuasi', 0.6156279444694519), ('perlambatan', 0.614001989364624)]"
5,surplus,"[('defisit', 0.7165926694869995), ('kelangkaan', 0.6384472250938416), ('inflasi', 0.6272175312042236), ('depresiasi', 0.627007007598877), ('pemasukan', 0.622991144657135), ('kerugian', 0.619307279586792), ('likuiditas', 0.6120063066482544), ('pengurangan', 0.6105583310127258), ('milliar', 0.6028702855110168), ('penghematan', 0.6025266647338867)]"
5,keuntungan,"[('pemasukan', 0.7278501987457275), ('penghasilan', 0.6780605912208557), ('manfaat', 0.6710038185119629), ('pendapatan', 0.6672384142875671), ('peluang', 0.6088910698890686), ('kerugian', 0.5977895855903625), ('keuntungannya', 0.5896779894828796), ('kompensasi', 0.5849241018295288), ('kelonggaran', 0.5797833204269409), ('insentif', 0.569987416267395)]"
5,kerugiannya,"[('biayanya', 0.6048427820205688), ('kerugian', 0.5975783467292786), ('inflasi', 0.5727835893630981), ('keuntungannya', 0.5573397874832153), ('pengeluarannya', 0.5571061372756958), ('defisit', 0.5381397008895874), ('efisiensi', 0.5351130366325378), ('risiko', 0.5330615043640137), ('biaya', 0.5162054896354675), ('pemborosan', 0.5125391483306885)]"
5,rugi,"[('ruginya', 0.6568965315818787), ('kompensasi', 0.6198310256004333), ('denda', 0.6038973927497864), ('kerugian', 0.5953739285469055), ('utangnya', 0.5893446803092957), ('hutang', 0.58396977186203), ('tunjangan', 0.5810882449150085), ('pelunasan', 0.5789943337440491), ('hutangnya', 0.5706443786621094), ('gonta', 0.5684489607810974)]"
5,perlambatan,"[('lonjakan', 0.710722804069519), ('fluktuasi', 0.69587641954422), ('percepatan', 0.6938104629516602), ('penyusutan', 0.684039831161499), ('turbulensi', 0.6808103322982788), ('deformasi', 0.6662366390228271), ('stagnasi', 0.6577419638633728), ('pemuaian', 0.6512459516525269), ('malafungsi', 0.6431674361228943), ('penurunan', 0.640760600566864)]"
5,halusinasi,"[('kelumpuhan', 0.7515783905982971), ('trauma', 0.7365008592605591), ('waham', 0.7160469889640808), ('kecemasan', 0.710277259349823), ('amnesia', 0.6992452144622803), ('delusi', 0.6940535306930542), ('disorientasi', 0.6936098337173462), ('fobia', 0.6911025047302246), ('psikosis', 0.6885114312171936), ('ketidaknyamanan', 0.6811054944992065)]"
5,melambat,"[('mengecil', 0.6786686778068542), ('menyusut', 0.6778336763381958), ('berkurang', 0.6611897349357605), ('diperlambat', 0.655697226524353), ('menurun', 0.6476033329963684), ('menipis', 0.6410566568374634), ('melemah', 0.6374508142471313), ('berkontraksi', 0.6349798440933228), ('membesar', 0.632659375667572), ('meninggi', 0.6306324601173401)]"
5,keterlambatan,"[('penundaan', 0.8232919573783875), ('ketidaknyamanan', 0.6190496683120728), ('perlambatan', 0.6114184260368347), ('lonjakan', 0.6094945669174194), ('kemacetan', 0.6078034043312073), ('terlambatnya', 0.6018931865692139), ('kegagalan', 0.6013416647911072), ('pembatalan', 0.6008269190788269), ('pengurangan', 0.5961658954620361), ('macet', 0.5899850726127625)]"
5,anjlok,"[('anjloknya', 0.678012490272522), ('terguling', 0.6542773842811584), ('macet', 0.5780839323997498), ('tergelincir', 0.566036581993103), ('cirahayu', 0.5595481991767883), ('jalurnya', 0.5534293055534363), ('krd', 0.5532708764076233), ('gundih', 0.5531947016716003), ('perlintasan', 0.5516619682312012), ('menikung', 0.5487549304962158)]"
5,tersendat,"[('sendat', 0.6929689049720764), ('tertunda', 0.6627840995788574), ('terhenti', 0.650467038154602), ('terhambat', 0.6304884552955627), ('terkendala', 0.5816230773925781), ('goyah', 0.5707582831382751), ('menganggur', 0.5681352019309998), ('macet', 0.5674574971199036), ('frustasi', 0.5524622797966003), ('membaik', 0.5524352788925171)]"
5,kemarahan,"[('amarah', 0.7978308200836182), ('kebencian', 0.7925094366073608), ('ketidakpuasan', 0.7707827091217041), ('kekecewaan', 0.766943633556366), ('kecemburuan', 0.7386142015457153), ('kecurigaan', 0.7286928296089172), ('keresahan', 0.7219834327697754), ('kepanikan', 0.7106176018714905), ('ketakutan', 0.7079143524169922), ('kegemparan', 0.7000254392623901)]"
5,kebencian,"[('kemarahan', 0.7925094366073608), ('kecemburuan', 0.7890376448631287), ('ketidaksukaan', 0.7547131776809692), ('amarah', 0.749453067779541), ('fitnah', 0.7342843413352966), ('penghinaan', 0.7337988615036011), ('kecurigaan', 0.7229411005973816), ('ketidakadilan', 0.7168337106704712), ('ketidakpuasan', 0.7164695262908936), ('kekejaman', 0.7110674381256104)]"
5,kecemburuan,"[('kebencian', 0.7890376448631287), ('kemarahan', 0.7386142611503601), ('kekecewaan', 0.7276532053947449), ('amarah', 0.7143174409866333), ('permusuhan', 0.7105106115341187), ('ketidakpuasan', 0.7062421441078186), ('kegelisahan', 0.699030339717865), ('ketidak', 0.6975048780441284), ('ketidaksukaan', 0.6926464438438416), ('kecemasan', 0.6868250370025635)]"
5,amarah,"[('kemarahan', 0.7978308200836182), ('murka', 0.7678683996200562), ('kebencian', 0.749453067779541), ('kesedihan', 0.736792802810669), ('ketakutan', 0.7189468145370483), ('kecemburuan', 0.7143174409866333), ('kemarahannya', 0.7003985643386841), ('dengki', 0.6998630166053772), ('godaan', 0.6969254612922668), ('kegelisahan', 0.6731039881706238)]"
5,godaan,"[('keserakahan', 0.7218523621559143), ('kebodohan', 0.6988752484321594), ('amarah', 0.6969254612922668), ('dengki', 0.6786367297172546), ('nafsu', 0.6754855513572693), ('kesombongan', 0.6751549243927002), ('birahi', 0.6581985354423523), ('murka', 0.6532863974571228), ('ketamakan', 0.6483374238014221), ('kecemburuan', 0.6474378108978271)]"
5,kutukan,"[('murka', 0.6500029563903809), ('malapetaka', 0.6207723617553711), ('kemurkaan', 0.6195974349975586), ('fitnah', 0.6144254207611084), ('jimat', 0.6098041534423828), ('kutukannya', 0.6084452271461487), ('godaan', 0.6051455140113831), ('siksaan', 0.6032176613807678), ('dendamnya', 0.6016245484352112), ('kemalangan', 0.6008566617965698)]"
5,kekejian,"[('kekejaman', 0.6818649172782898), ('keburukan', 0.65859055519104), ('murka', 0.6524901986122131), ('perbuatan', 0.6418845057487488), ('siaan', 0.6385243535041809), ('kesia', 0.6347711086273193), ('kekafiran', 0.6297711133956909), ('kesombongan', 0.6292108297348022), ('berhala', 0.6284096837043762), ('kezaliman', 0.6214196681976318)]"
5,kesesakan,"[('kesengsaraan', 0.6997966766357422), ('kesukaran', 0.6961870789527893), ('kesusahan', 0.670032799243927), ('kemalangan', 0.5908618569374084), ('kebinasaan', 0.5858229398727417), ('malapetaka', 0.5733576416969299), ('pencobaan', 0.5728232264518738), ('penghakiman', 0.5667627453804016), ('penderitaan', 0.555474042892456), ('pedih', 0.5496508479118347)]"
5,pedih,"[('azab', 0.699092447757721), ('celaka', 0.6724750399589539), ('menyakitkan', 0.6440461277961731), ('ditimpa', 0.6373242735862732), ('zalim', 0.6271572113037109), ('murka', 0.6234564781188965), ('menyedihkan', 0.6204512715339661), ('malapetaka', 0.6182084679603577), ('memilukan', 0.6085507869720459), ('menghinakan', 0.6032457947731018)]"
5,ditimpa,"[('menimpa', 0.7748495936393738), ('tertimpa', 0.7146854400634766), ('menimpakan', 0.714638352394104), ('menimpanya', 0.701214075088501), ('binasa', 0.6916263103485107), ('didera', 0.6675329804420471), ('dilenyapkan', 0.6467047333717346), ('membinasakan', 0.6420643925666809), ('dibinasakan', 0.6398289799690247), ('menangisi', 0.6381655335426331)]"
